age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,eu_vote,employment,student,condition
18,Female,A-lev,Con,60-70K,1,3,2,5,1,4,3,No vote,Part-Time,Yes,text
18,Female,A-lev,Rather_not_say,20-30K,1,3,3,3,1,3,4,No vote,Part-Time,Yes,text
21,Male,A-lev,Lab,50-60K,1,2,2,2,4,3,8,Leave,Full-Time,No,text
18,Male,A-lev,Lab,20-30K,0,2,4,5,9,5,9,No vote,Not in paid work,Yes,text
47,Male,Post2,Con,Over100K,1,2,3,2,0,4,0,Leave,Full-Time,No,text
19,Male,A-lev,Lab,Under10K,1,4,3,3,10,4,5,No vote,Part-Time,Yes,text
47,Male,GCSEorLess,Lab,30-40K,1,2,2,2,0,0,0,Leave,Full-Time,No,text
31,Male,A-lev,Lab,10-20K,1,3,2,3,4,3,5,Leave,Full-Time,No,text
27,Male,PG,Lib,30-40K,0,3,4,3,8,5,7,Leave,Full-Time,No,text
45,Female,A-lev,Rather_not_say,10-20K,0,3,3,3,10,5,6,No vote,Full-Time,No,text
19,Male,A-lev,Lab,10-20K,0,4,5,3,9,5,10,No vote,Other,Yes,text
32,Female,A-lev,None,30-40K,1,4,4,4,5,4,5,No vote,Part-Time,No,text
18,Female,GCSEorLess,None,40-50K,1,3,3,2,2,2,1,No vote,Other,Yes,text
35,Female,BA,Lab,30-40K,0,5,5,4,10,10,7,No vote,Other,Yes,text
19,Female,A-lev,None,40-50K,0,4,4,3,10,5,10,No vote,Part-Time,Yes,text
19,Female,A-lev,None,Under10K,0,5,5,5,9,3,0,No vote,Part-Time,No,text
20,Female,A-lev,Con,30-40K,0,3,4,3,4,4,5,No vote,Other,Yes,text
18,Female,GCSEorLess,Lab,10-20K,0,4,4,4,9,5,5,No vote,Part-Time,Yes,text
54,Female,Post2,Lab,20-30K,1,2,2,2,0,1,0,No vote,Not in paid work,No,text
19,Female,A-lev,Lab,10-20K,0,5,5,5,10,8,5,No vote,Not in paid work,Yes,text
19,Female,Post2,SNP,60-70K,1,4,4,4,7,6,5,No vote,Part-Time,Yes,text
29,Female,BA,Lib,10-20K,0,3,4,3,5,5,5,No vote,Full-Time,No,text
28,Male,A-lev,None,30-40K,0,4,4,4,6,7,3,No vote,Full-Time,No,text
51,Male,BA,None,40-50K,1,3,3,2,0,1,0,No vote,Not in paid work,No,text
62,Male,GCSEorLess,None,10-20K,1,3,3,2,4,5,5,No vote,Full-Time,No,text
19,Male,A-lev,None,10-20K,0,4,4,4,4,4,5,No vote,Unemployed,Yes,text
29,Male,GCSEorLess,None,20-30K,0,4,4,3,6,5,5,No vote,Full-Time,No,text
18,Male,GCSEorLess,Con,90-100K,0,2,2,5,9,1,6,No vote,Unemployed,Yes,text
29,Male,BA,Con,40-50K,0,4,4,4,10,5,5,No vote,Full-Time,No,text
52,Male,PG,None,10-20K,0,4,4,4,9,5,7,No vote,Part-Time,No,text
23,Male,BA,Con,40-50K,1,2,3,1,3,1,5,No vote,Full-Time,No,text
18,Male,A-lev,Lab,20-30K,0,4,4,2,6,5,5,No vote,Unemployed,No,text
26,Male,BA,None,20-30K,0,5,4,5,7,2,5,No vote,Full-Time,No,text
21,Male,Post2,None,10-20K,0,3,3,4,7,5,8,No vote,Other,Yes,text
19,Male,GCSEorLess,None,20-30K,0,4,1,1,8,3,3,No vote,Other,Yes,text
44,Male,A-lev,None,80-90K,0,4,4,4,8,5,10,No vote,Full-Time,No,text
30,Male,GCSEorLess,Lab,10-20K,1,4,3,3,3,2,6,No vote,Full-Time,Yes,text
46,Male,Post2,None,20-30K,1,1,1,1,1,0,0,No vote,Not in paid work,No,text
32,Male,Post2,Lab,30-40K,0,4,3,4,7,4,9,No vote,Not in paid work,Yes,text
19,Male,A-lev,Lab,30-40K,0,4,5,3,5,5,10,No vote,Other,Yes,text
35,Male,BA,None,40-50K,0,5,5,5,10,5,5,No vote,Full-Time,No,text
18,Male,BA,Rather_not_say,70-80K,0,4,3,4,9,5,5,No vote,Other,Yes,text
23,Male,PG,Lab,10-20K,0,5,2,3,9,5,10,No vote,Not in paid work,Yes,text
20,Male,Post2,Con,Under10K,0,4,3,4,0,3,5,No vote,Other,Yes,text
19,Male,Post2,None,50-60K,1,3,4,2,4,3,2,No vote,Unemployed,Yes,text
38,Male,Post2,Con,20-30K,1,2,2,4,0,0,2,No vote,Unemployed,No,text
18,Male,A-lev,None,90-100K,0,4,2,3,7,5,6,No vote,Not in paid work,Yes,text
29,Male,A-lev,Lab,30-40K,1,4,2,3,4,3,0,No vote,Full-Time,No,text
20,Male,GCSEorLess,None,20-30K,0,5,5,5,10,8,10,No vote,Unemployed,No,text
19,Male,A-lev,Lib,Under10K,0,3,4,4,6,5,10,No vote,Other,Yes,text
25,Male,BA,Lab,20-30K,1,4,4,4,6,6,5,No vote,Unemployed,No,text
24,Male,PG,None,10-20K,0,5,5,3,10,5,5,No vote,Full-Time,Yes,text
33,Male,GCSEorLess,Con,20-30K,1,2,2,3,3,3,1,No vote,Part-Time,No,text
19,Male,Post2,Lab,30-40K,1,3,3,2,2,0,6,No vote,Other,Yes,text
19,Male,A-lev,None,Under10K,0,4,4,4,7,6,3,No vote,Unemployed,Yes,text
18,Male,A-lev,None,30-40K,1,1,2,2,3,1,5,No vote,Full-Time,Yes,text
26,Male,GCSEorLess,Lab,Over100K,0,3,4,4,9,5,10,No vote,Part-Time,Yes,text
24,Male,A-lev,Lab,40-50K,1,3,2,3,3,6,1,No vote,Full-Time,No,text
18,Male,A-lev,Lab,10-20K,0,4,5,5,10,10,10,No vote,Unemployed,Yes,text
24,Male,BA,None,10-20K,1,3,4,2,3,4,6,No vote,Full-Time,No,text
19,Male,A-lev,Lab,10-20K,0,5,5,4,9,5,10,No vote,Unemployed,Yes,text
45,Male,Post2,Lab,40-50K,1,3,4,3,4,3,5,No vote,Full-Time,No,text
35,Male,BA,Grn,10-20K,0,4,4,3,10,5,10,No vote,Full-Time,No,text
24,Male,BA,None,20-30K,0,4,4,3,7,3,8,No vote,Unemployed,No,text
24,Male,PG,Lab,Over100K,0,5,5,4,10,9,10,No vote,Part-Time,No,text
22,Male,A-lev,None,30-40K,1,2,5,2,0,0,1,No vote,Part-Time,No,text
18,Male,GCSEorLess,None,10-20K,0,4,4,3,8,4,9,No vote,Unemployed,No,text
29,Male,BA,None,70-80K,1,2,3,3,3,4,8,No vote,Full-Time,Yes,text
28,Male,BA,None,40-50K,1,2,2,4,2,2,2,No vote,Full-Time,No,text
19,Male,A-lev,Lab,10-20K,1,2,2,2,4,2,7,No vote,Full-Time,Yes,text
25,Male,Post2,None,10-20K,1,4,4,1,2,1,3,No vote,Full-Time,Yes,text
20,Male,A-lev,Con,10-20K,0,4,4,4,5,4,5,No vote,Unemployed,Yes,text
34,Male,GCSEorLess,Plaid,30-40K,1,3,2,2,3,2,2,No vote,Full-Time,No,text
18,Male,A-lev,None,Under10K,0,5,5,4,10,7,10,No vote,Unemployed,Yes,text
18,Male,GCSEorLess,None,80-90K,0,4,4,4,6,2,6,No vote,Not in paid work,Yes,text
23,Male,GCSEorLess,None,Under10K,1,1,1,1,0,0,2,No vote,Part-Time,No,text
18,Male,GCSEorLess,Lib,50-60K,0,4,2,3,8,5,9,No vote,Not in paid work,Yes,text
18,Male,A-lev,Lab,Over100K,0,4,3,4,5,4,7,No vote,Other,Yes,text
19,Male,A-lev,Con,90-100K,0,4,4,4,2,4,6,No vote,Other,Yes,text
19,Male,BA,Con,10-20K,0,4,3,3,5,4,8,No vote,Part-Time,Yes,text
46,Male,GCSEorLess,None,40-50K,1,5,4,4,2,2,7,No vote,Full-Time,No,text
18,Male,A-lev,Lab,30-40K,0,4,4,4,7,4,9,No vote,Part-Time,Yes,text
19,Male,A-lev,Grn,50-60K,0,5,5,4,10,7,10,No vote,Other,Yes,text
21,Male,Post2,SNP,40-50K,0,4,4,4,10,7,10,No vote,Part-Time,Yes,text
29,Male,Post2,Grn,70-80K,0,4,4,3,9,5,5,No vote,Full-Time,No,text
44,Male,Post2,Lab,60-70K,0,5,5,4,9,8,9,No vote,Full-Time,No,text
56,Male,BA,Plaid,30-40K,0,4,4,4,9,9,2,No vote,Other,No,text
31,Male,BA,Con,10-20K,1,4,3,3,3,4,6,No vote,Full-Time,No,text
20,Male,A-lev,Lab,Under10K,0,4,5,4,10,6,9,No vote,Other,Yes,text
42,Male,BA,None,60-70K,1,4,2,4,5,4,7,No vote,Not in paid work,No,text
24,Male,BA,None,20-30K,1,5,5,4,3,3,4,No vote,Full-Time,No,text
19,Male,A-lev,None,10-20K,1,5,4,3,3,3,3,No vote,Part-Time,Yes,text
23,Male,BA,None,60-70K,1,2,2,2,5,5,5,No vote,Full-Time,No,text
24,Male,A-lev,Con,30-40K,0,4,4,4,7,4,9,No vote,Full-Time,No,text
35,Male,BA,Lib,30-40K,1,3,3,3,4,4,5,No vote,Full-Time,No,text
36,Male,GCSEorLess,None,20-30K,1,3,4,2,3,6,3,No vote,Full-Time,No,text
19,Male,A-lev,Lab,10-20K,0,5,5,5,10,7,10,No vote,Other,Yes,text
23,Male,BA,Lib,50-60K,0,3,4,4,7,5,8,No vote,Full-Time,No,text
19,Male,Post2,None,20-30K,0,5,4,4,5,5,5,No vote,Full-Time,Yes,text
19,Male,Post2,Lib,Under10K,0,5,5,5,10,5,10,No vote,Unemployed,Yes,text
42,Male,Post2,Con,40-50K,1,4,2,2,3,2,2,No vote,Full-Time,No,text
18,Male,A-lev,None,Under10K,0,4,4,3,9,5,3,No vote,Unemployed,Yes,text
59,Male,PG,None,80-90K,0,2,4,4,7,5,9,No vote,Part-Time,No,text
32,Male,GCSEorLess,Lab,10-20K,1,2,2,2,2,8,3,No vote,Unemployed,No,text
29,Male,A-lev,Lab,10-20K,1,3,2,3,2,2,5,No vote,Full-Time,No,text
38,Male,BA,None,40-50K,1,3,4,2,4,4,6,No vote,Full-Time,No,text
29,Male,A-lev,Rather_not_say,50-60K,0,4,4,3,7,6,5,No vote,Full-Time,No,text
18,Male,Post2,Lab,10-20K,1,2,3,2,4,6,5,No vote,Unemployed,Yes,text
27,Male,PG,None,50-60K,1,4,4,4,7,3,0,No vote,Other,No,text
23,Male,BA,None,50-60K,1,3,4,3,3,2,9,No vote,Not in paid work,Yes,text
19,Male,A-lev,Grn,Under10K,0,4,5,4,9,5,10,No vote,Other,Yes,text
18,Male,GCSEorLess,None,Under10K,0,5,4,5,10,5,10,No vote,Other,Yes,text
19,Male,A-lev,Lib,80-90K,0,3,4,4,4,4,6,No vote,Other,Yes,text
22,Male,BA,None,10-20K,0,4,4,1,10,6,6,No vote,Unemployed,No,text
35,Male,Post2,Con,40-50K,0,4,4,4,7,5,7,No vote,Full-Time,No,text
23,Male,GCSEorLess,None,Under10K,0,3,2,2,4,3,4,No vote,Unemployed,No,text
43,Male,A-lev,Lab,30-40K,1,4,4,3,8,3,8,No vote,Full-Time,No,text
18,Male,A-lev,Lab,20-30K,0,5,4,5,10,7,9,No vote,Part-Time,Yes,text
25,Male,PG,Grn,20-30K,0,5,5,4,10,5,9,No vote,Full-Time,No,text
30,Male,A-lev,Lab,Under10K,1,2,2,2,0,0,5,No vote,Part-Time,No,text
19,Male,GCSEorLess,Grn,70-80K,0,4,4,3,10,7,10,No vote,Not in paid work,Yes,text
18,Male,A-lev,Lab,30-40K,1,2,2,3,8,2,5,No vote,Part-Time,Yes,text
19,Male,GCSEorLess,Rather_not_say,40-50K,0,5,4,4,6,5,10,No vote,Part-Time,Yes,text
19,Male,A-lev,Con,30-40K,0,4,4,3,4,4,8,No vote,Other,Yes,text
18,Male,A-lev,Rather_not_say,40-50K,0,4,4,4,9,4,8,No vote,Other,Yes,text
18,Female,GCSEorLess,None,30-40K,1,3,4,1,5,4,4,No vote,Part-Time,Yes,vis
19,Female,BA,Rather_not_say,40-50K,1,4,3,3,6,3,5,No vote,Part-Time,Yes,vis
54,Female,A-lev,None,30-40K,0,4,4,3,7,4,5,No vote,Not in paid work,No,vis
18,Female,A-lev,Lab,50-60K,0,5,5,4,10,5,10,No vote,Unemployed,Yes,vis
23,Female,A-lev,None,20-30K,1,2,2,2,1,0,0,No vote,Part-Time,No,vis
33,Female,A-lev,Lab,30-40K,1,3,2,1,1,7,5,No vote,Full-Time,No,vis
18,Female,GCSEorLess,Rather_not_say,20-30K,0,4,5,4,9,5,5,No vote,Part-Time,Yes,vis
35,Female,Post2,None,30-40K,0,3,4,2,5,5,10,No vote,Not in paid work,No,vis
27,Female,A-lev,None,10-20K,1,3,4,3,3,4,4,No vote,Full-Time,Yes,vis
38,Female,PG,Lab,50-60K,1,2,4,2,1,2,5,No vote,Part-Time,No,vis
29,Female,BA,None,20-30K,0,4,4,4,8,5,5,No vote,Not in paid work,No,vis
18,Female,GCSEorLess,Lab,Under10K,0,4,5,4,10,7,7,No vote,Unemployed,No,vis
31,Female,PG,Lab,50-60K,0,5,4,3,10,8,10,No vote,Full-Time,No,vis
18,Female,A-lev,Con,Over100K,0,4,3,4,5,5,6,No vote,Part-Time,Yes,vis
30,Female,BA,None,10-20K,1,3,3,3,3,5,2,No vote,Full-Time,No,vis
28,Female,PG,None,50-60K,0,5,4,3,10,5,5,No vote,Full-Time,No,vis
30,Female,BA,Rather_not_say,10-20K,0,4,3,2,8,4,8,No vote,Unemployed,No,vis
19,Female,A-lev,None,20-30K,0,5,4,3,9,4,7,No vote,Unemployed,No,vis
35,Female,BA,None,20-30K,1,4,4,3,3,3,1,No vote,Not in paid work,No,vis
44,Female,Post2,Lib,20-30K,0,5,5,5,5,5,5,No vote,Other,No,vis
19,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,10,No vote,Part-Time,Yes,vis
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,6,9,No vote,Unemployed,Yes,vis
18,Female,GCSEorLess,None,Over100K,0,5,5,5,10,5,10,No vote,Other,Yes,vis
23,Female,A-lev,Lab,40-50K,0,5,5,5,10,5,10,No vote,Part-Time,Yes,vis
41,Female,BA,None,40-50K,0,5,5,5,10,7,10,No vote,Full-Time,No,vis
37,Female,A-lev,None,40-50K,1,4,4,4,5,4,8,No vote,Full-Time,No,vis
29,Female,BA,None,30-40K,0,4,3,2,8,4,5,No vote,Part-Time,No,vis
36,Female,BA,UKIP,30-40K,1,4,4,4,4,4,5,No vote,Not in paid work,No,vis
53,Female,BA,Lab,30-40K,1,5,5,5,8,7,5,No vote,Full-Time,No,vis
19,Female,GCSEorLess,Rather_not_say,20-30K,0,4,4,3,7,5,5,No vote,Full-Time,No,vis
34,Female,BA,None,50-60K,0,3,4,3,5,5,10,No vote,Full-Time,No,vis
34,Female,A-lev,Con,40-50K,1,4,3,4,4,4,4,No vote,Part-Time,No,vis
29,Female,BA,Lab,50-60K,1,2,2,2,5,2,3,No vote,Not in paid work,No,vis
20,Female,A-lev,Lab,Under10K,0,5,4,5,10,7,5,No vote,Part-Time,Yes,vis
35,Female,Post2,Con,Over100K,1,2,3,2,4,3,5,No vote,Full-Time,No,vis
28,Female,PG,Grn,50-60K,0,4,5,4,10,5,10,No vote,Full-Time,No,vis
25,Female,BA,None,40-50K,0,4,4,4,8,4,10,No vote,Full-Time,No,vis
31,Female,BA,SNP,50-60K,0,5,5,4,5,5,10,No vote,Full-Time,No,vis
23,Female,PG,None,Under10K,0,4,4,4,6,5,9,No vote,Other,Yes,vis
20,Female,A-lev,None,40-50K,0,4,4,4,8,5,10,No vote,Other,Yes,vis
18,Female,Post2,Lab,50-60K,1,4,2,2,3,8,9,No vote,Part-Time,Yes,vis
40,Female,PG,Con,50-60K,1,2,2,3,2,1,1,No vote,Not in paid work,No,vis
27,Female,BA,Lab,50-60K,0,5,5,3,9,5,10,No vote,Full-Time,No,vis
21,Female,BA,Lab,10-20K,0,4,4,3,10,6,10,No vote,Part-Time,No,vis
18,Female,A-lev,Rather_not_say,30-40K,0,3,3,1,7,5,6,No vote,Unemployed,Yes,vis
26,Female,GCSEorLess,None,10-20K,1,3,4,4,6,4,5,No vote,Unemployed,No,vis
18,Female,A-lev,Lib,30-40K,0,5,5,4,10,9,10,No vote,Part-Time,Yes,vis
22,Female,BA,SNP,40-50K,0,5,5,1,9,5,9,No vote,Part-Time,Yes,vis
38,Female,A-lev,None,90-100K,1,2,2,2,1,0,8,No vote,Full-Time,No,vis
29,Female,GCSEorLess,Lab,30-40K,0,3,4,2,5,3,7,No vote,Full-Time,No,vis
32,Female,A-lev,None,20-30K,1,5,5,4,4,2,5,No vote,Unemployed,No,vis
39,Female,BA,None,90-100K,0,4,4,4,8,5,9,No vote,Not in paid work,No,vis
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,5,9,No vote,Unemployed,Yes,vis
28,Female,Post2,None,40-50K,1,4,4,4,1,4,4,No vote,Full-Time,No,vis
22,Female,A-lev,Con,50-60K,0,4,4,4,7,5,2,No vote,Unemployed,Yes,vis
19,Female,BA,Lab,20-30K,0,4,4,4,7,5,5,No vote,Other,Yes,vis
26,Female,A-lev,Plaid,Under10K,0,5,5,5,10,7,10,No vote,Not in paid work,No,vis
38,Female,BA,Lab,30-40K,1,3,3,2,2,2,5,No vote,Full-Time,No,vis
38,Female,PG,Lab,60-70K,0,5,5,4,10,5,10,No vote,Full-Time,No,vis
21,Female,BA,Grn,50-60K,0,5,5,4,9,5,8,No vote,Full-Time,Yes,vis
19,Female,A-lev,Lab,Under10K,0,5,4,3,8,5,7,No vote,Unemployed,Yes,vis
37,Female,GCSEorLess,Con,60-70K,1,3,4,3,3,3,2,No vote,Full-Time,No,vis
18,Female,A-lev,Lab,40-50K,0,4,4,3,5,4,8,No vote,Part-Time,Yes,vis
19,Female,GCSEorLess,UKIP,10-20K,0,3,2,3,6,3,6,No vote,Part-Time,No,vis
18,Female,A-lev,Grn,30-40K,0,5,5,5,10,6,10,No vote,Other,Yes,vis
18,Female,Post2,Lab,Under10K,0,4,4,4,10,5,8,No vote,Other,Yes,vis
47,Female,PG,Lib,Over100K,0,4,4,4,9,5,9,No vote,Part-Time,No,vis
39,Female,A-lev,None,20-30K,1,4,3,2,1,2,1,No vote,Full-Time,No,vis
38,Female,PG,None,50-60K,0,5,4,4,9,5,7,No vote,Full-Time,No,vis
38,Female,GCSEorLess,Lab,20-30K,1,2,2,3,2,3,3,No vote,Not in paid work,No,vis
32,Female,GCSEorLess,None,10-20K,1,2,2,2,4,4,5,No vote,Other,No,vis
19,Female,A-lev,Rather_not_say,20-30K,1,4,4,3,3,4,8,No vote,Part-Time,Yes,vis
18,Female,A-lev,None,Under10K,0,4,4,3,6,3,5,No vote,Part-Time,Yes,vis
19,Female,A-lev,Lab,Under10K,0,2,2,3,7,5,5,No vote,Unemployed,Yes,vis
18,Female,A-lev,None,10-20K,0,5,5,4,9,0,10,No vote,Unemployed,Yes,vis
26,Female,BA,Lab,30-40K,0,5,3,4,3,3,10,No vote,Full-Time,No,vis
20,Female,A-lev,SNP,Under10K,0,4,3,3,2,5,8,No vote,Other,Yes,vis
18,Female,A-lev,None,10-20K,1,2,3,2,1,1,5,No vote,Part-Time,Yes,vis
18,Female,GCSEorLess,Plaid,10-20K,0,3,3,2,6,6,4,No vote,Full-Time,Yes,vis
40,Female,A-lev,None,30-40K,0,5,5,4,7,5,8,No vote,Full-Time,No,vis
26,Female,GCSEorLess,None,20-30K,0,4,5,4,7,5,5,No vote,Part-Time,No,vis
36,Female,Post2,None,50-60K,1,4,3,3,3,8,5,No vote,Part-Time,No,vis
19,Female,Post2,Grn,30-40K,1,2,2,4,5,3,6,No vote,Other,Yes,vis
52,Female,BA,None,10-20K,0,5,5,4,9,5,5,No vote,Full-Time,No,vis
19,Female,A-lev,None,Under10K,0,4,4,3,7,4,4,No vote,Not in paid work,Yes,vis
18,Female,GCSEorLess,Lab,20-30K,0,4,4,4,8,5,5,No vote,Unemployed,No,vis
38,Female,BA,Lib,20-30K,0,4,2,4,5,4,5,No vote,Full-Time,No,vis
28,Female,GCSEorLess,None,10-20K,1,4,3,3,5,5,4,No vote,Not in paid work,No,vis
40,Female,PG,None,60-70K,1,2,2,2,3,2,5,No vote,Full-Time,No,vis
35,Female,GCSEorLess,None,30-40K,1,3,3,3,5,5,5,No vote,Part-Time,No,vis
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,10,No vote,Part-Time,Yes,vis
35,Female,PG,Lab,30-40K,0,4,4,4,8,5,8,No vote,Full-Time,Yes,vis
41,Female,PG,None,Under10K,0,5,5,4,10,6,6,No vote,Part-Time,No,vis
30,Female,A-lev,Lab,80-90K,0,4,4,4,9,5,9,No vote,Part-Time,No,vis
25,Female,Post2,None,30-40K,0,5,4,3,8,6,10,No vote,Full-Time,No,vis
28,Female,A-lev,None,20-30K,1,3,4,2,3,3,5,No vote,Part-Time,No,vis
20,Female,A-lev,Lab,20-30K,0,4,5,4,7,4,7,No vote,Part-Time,No,vis
20,Female,A-lev,Lab,90-100K,0,5,4,4,6,4,8,No vote,Other,Yes,vis
58,Female,GCSEorLess,Lab,30-40K,1,2,4,3,4,4,5,No vote,Not in paid work,No,vis
33,Female,BA,Lab,10-20K,1,3,3,4,4,4,4,No vote,Part-Time,No,vis
34,Female,BA,None,40-50K,0,5,4,4,8,5,5,No vote,Part-Time,Yes,vis
20,Female,BA,SNP,Under10K,0,5,5,4,10,7,9,No vote,Unemployed,Yes,vis
19,Female,Post2,None,Under10K,0,5,5,1,10,7,5,No vote,Unemployed,Yes,vis
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,6,8,No vote,Part-Time,Yes,vis
18,Female,GCSEorLess,Lab,Over100K,0,4,5,4,10,5,5,No vote,Unemployed,Yes,vis
20,Female,A-lev,Lab,Under10K,0,5,5,4,5,3,0,No vote,Part-Time,Yes,vis
32,Female,BA,Lab,40-50K,0,4,4,3,8,5,6,No vote,Full-Time,Yes,vis
46,Female,GCSEorLess,Rather_not_say,20-30K,1,3,3,2,3,3,2,No vote,Part-Time,No,vis
40,Female,BA,None,50-60K,1,3,3,4,4,4,5,No vote,Part-Time,No,vis
26,Female,GCSEorLess,None,20-30K,1,4,4,4,4,4,5,No vote,Full-Time,No,vis
31,Female,BA,None,70-80K,1,5,4,4,5,3,3,No vote,Full-Time,No,vis
20,Female,BA,Lab,Under10K,0,4,5,4,6,5,5,No vote,Unemployed,Yes,vis
18,Female,A-lev,Plaid,30-40K,0,5,5,4,9,5,10,No vote,Not in paid work,Yes,vis
52,Female,BA,Lab,50-60K,0,5,5,4,10,5,10,No vote,Part-Time,No,vis
44,Female,A-lev,None,10-20K,1,2,3,2,5,3,8,No vote,Not in paid work,No,vis
44,Female,GCSEorLess,None,20-30K,1,3,3,4,0,2,0,No vote,Part-Time,No,vis
18,Female,BA,Lib,10-20K,0,5,5,4,10,6,10,No vote,Part-Time,Yes,vis
32,Female,Post2,None,50-60K,1,3,4,3,5,3,5,No vote,Full-Time,No,vis
20,Female,A-lev,Con,20-30K,0,5,5,5,8,5,5,No vote,Part-Time,Yes,vis
18,Female,A-lev,SNP,40-50K,0,3,4,3,10,8,5,No vote,Unemployed,Yes,vis
56,Female,BA,None,50-60K,0,5,5,5,9,5,5,No vote,Full-Time,No,vis
26,Female,PG,Con,20-30K,0,4,3,4,6,5,5,No vote,Full-Time,No,vis
18,Female,A-lev,Rather_not_say,Under10K,0,4,4,4,5,5,8,No vote,Unemployed,Yes,vis
23,Female,GCSEorLess,None,Under10K,1,3,3,3,1,2,5,No vote,Not in paid work,No,vis
28,Female,BA,Lib,20-30K,0,4,4,3,8,5,9,No vote,Part-Time,No,vis
36,Female,GCSEorLess,None,20-30K,0,4,4,4,8,4,9,No vote,Other,No,vis
25,Female,A-lev,Lab,10-20K,0,4,4,5,7,5,9,No vote,Full-Time,No,vis
19,Female,A-lev,Con,Under10K,0,4,4,4,7,6,5,Remain,Unemployed,Yes,vis
26,Female,Post2,None,20-30K,0,5,5,5,9,10,9,No vote,Not in paid work,No,vis
18,Female,GCSEorLess,Lab,Over100K,0,5,4,4,10,5,10,No vote,Not in paid work,Yes,vis
28,Female,PG,None,20-30K,0,3,3,3,5,5,5,No vote,Full-Time,No,vis
51,Female,GCSEorLess,Rather_not_say,20-30K,1,3,3,3,0,0,5,No vote,Not in paid work,No,vis
18,Female,A-lev,Rather_not_say,10-20K,1,4,4,3,5,5,5,No vote,Part-Time,Yes,vis
26,Female,GCSEorLess,None,Under10K,0,5,4,3,10,5,5,No vote,Not in paid work,No,vis
21,Female,GCSEorLess,None,Under10K,0,5,5,4,10,10,5,No vote,Unemployed,Yes,vis
34,Female,PG,None,20-30K,1,2,4,2,0,0,1,No vote,Part-Time,No,vis
24,Female,PG,Rather_not_say,Under10K,1,4,4,4,5,3,5,No vote,Not in paid work,Yes,vis
19,Female,Post2,Lab,20-30K,0,5,5,5,10,6,5,No vote,Unemployed,No,vis
30,Female,A-lev,Con,20-30K,1,3,2,2,3,3,5,No vote,Part-Time,No,vis
30,Female,PG,Lib,70-80K,0,5,5,5,10,8,10,No vote,Part-Time,Yes,vis
20,Female,BA,Lib,10-20K,0,5,5,4,9,5,10,No vote,Part-Time,Yes,vis
36,Male,BA,Con,20-30K,0,3,2,4,7,5,5,No vote,Full-Time,No,vis
26,Male,GCSEorLess,None,20-30K,0,3,4,4,10,5,10,No vote,Other,No,vis
46,Male,GCSEorLess,None,30-40K,1,4,4,2,1,1,5,No vote,Full-Time,No,vis
40,Male,A-lev,Con,50-60K,1,4,3,3,3,3,0,No vote,Full-Time,No,vis
39,Male,BA,Lab,40-50K,0,5,5,5,5,5,9,No vote,Full-Time,No,vis
19,Male,A-lev,None,90-100K,0,5,4,4,9,0,0,No vote,Full-Time,No,vis
20,Male,Post2,Lab,40-50K,0,2,3,2,5,3,8,No vote,Other,Yes,vis
27,Male,GCSEorLess,Rather_not_say,Under10K,0,2,4,1,3,3,9,No vote,Unemployed,No,vis
35,Male,BA,None,60-70K,0,5,4,2,2,3,5,No vote,Full-Time,No,vis
26,Male,GCSEorLess,None,Under10K,1,4,4,2,2,0,0,No vote,Unemployed,No,vis
20,Male,A-lev,Con,Under10K,0,4,4,2,7,5,10,No vote,Other,Yes,vis
30,Male,GCSEorLess,None,Under10K,1,2,2,2,2,5,5,No vote,Unemployed,No,vis
30,Male,BA,None,20-30K,1,4,4,3,5,4,4,No vote,Full-Time,No,vis
22,Male,A-lev,Con,50-60K,0,2,4,2,3,4,5,No vote,Unemployed,Yes,vis
24,Male,PG,None,20-30K,0,3,2,2,5,4,9,No vote,Full-Time,No,vis
27,Male,GCSEorLess,Lab,50-60K,1,4,4,2,3,3,7,No vote,Full-Time,No,vis
18,Male,A-lev,Lab,40-50K,0,4,4,4,10,6,9,No vote,Unemployed,Yes,vis
33,Male,GCSEorLess,None,Under10K,1,2,2,2,3,2,5,No vote,Other,No,vis
19,Male,Post2,Lab,10-20K,0,5,4,5,10,5,10,No vote,Not in paid work,Yes,vis
33,Male,Post2,Lab,40-50K,0,5,5,4,9,5,5,No vote,Full-Time,Yes,vis
18,Male,GCSEorLess,Lab,40-50K,0,4,3,4,5,4,2,No vote,Unemployed,Yes,vis
18,Male,A-lev,None,Under10K,0,4,4,3,7,5,10,No vote,Unemployed,Yes,vis
31,Male,GCSEorLess,Lab,Under10K,0,4,2,4,6,5,6,No vote,Unemployed,No,vis
63,Male,A-lev,Lab,10-20K,0,4,4,3,9,7,10,No vote,Not in paid work,No,vis
19,Male,GCSEorLess,None,10-20K,0,4,4,3,7,5,7,No vote,Full-Time,No,vis
21,Male,A-lev,None,40-50K,0,3,3,4,3,8,5,No vote,Full-Time,No,vis
24,Male,GCSEorLess,Lab,10-20K,1,3,3,3,5,5,7,No vote,Full-Time,No,vis
