age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
21,Male,Post2,SNP,40-50K,0,4,4,4,10,7,10,text,No vote,Part-Time,Yes
44,Male,Post2,Lab,60-70K,0,5,5,4,9,8,9,text,No vote,Full-Time,No
56,Male,BA,Plaid,30-40K,0,4,4,4,9,9,2,text,No vote,Other,No
20,Male,A-lev,Lab,Under10K,0,4,5,4,10,6,9,text,No vote,Other,Yes
42,Male,BA,None,60-70K,1,4,2,4,5,4,7,text,No vote,Not in paid work,No
19,Male,A-lev,None,10-20K,1,5,4,3,3,3,3,text,No vote,Part-Time,Yes
23,Male,BA,None,60-70K,1,2,2,2,5,5,5,text,No vote,Full-Time,No
24,Male,A-lev,Con,30-40K,0,4,4,4,7,4,9,text,No vote,Full-Time,No
36,Male,GCSEorLess,None,20-30K,1,3,4,2,3,6,3,text,No vote,Full-Time,No
23,Male,BA,Lib,50-60K,0,3,4,4,7,5,8,text,No vote,Full-Time,No
19,Male,Post2,None,20-30K,0,5,4,4,5,5,5,text,No vote,Full-Time,Yes
19,Male,Post2,Lib,Under10K,0,5,5,5,10,5,10,text,No vote,Unemployed,Yes
42,Male,Post2,Con,40-50K,1,4,2,2,3,2,2,text,No vote,Full-Time,No
18,Male,A-lev,None,Under10K,0,4,4,3,9,5,3,text,No vote,Unemployed,Yes
59,Male,PG,None,80-90K,0,2,4,4,7,5,9,text,No vote,Part-Time,No
32,Male,GCSEorLess,Lab,10-20K,1,2,2,2,2,8,3,text,No vote,Unemployed,No
29,Male,A-lev,Lab,10-20K,1,3,2,3,2,2,5,text,No vote,Full-Time,No
38,Male,BA,None,40-50K,1,3,4,2,4,4,6,text,No vote,Full-Time,No
29,Male,A-lev,Rather_not_say,50-60K,0,4,4,3,7,6,5,text,No vote,Full-Time,No
27,Male,PG,None,50-60K,1,4,4,4,7,3,0,text,No vote,Other,No
18,Male,GCSEorLess,None,Under10K,0,5,4,5,10,5,10,text,No vote,Other,Yes
19,Male,A-lev,Lib,80-90K,0,3,4,4,4,4,6,text,No vote,Other,Yes
35,Male,Post2,Con,40-50K,0,4,4,4,7,5,7,text,No vote,Full-Time,No
18,Male,A-lev,Lab,20-30K,0,5,4,5,10,7,9,text,No vote,Part-Time,Yes
30,Male,A-lev,Lab,Under10K,1,2,2,2,0,0,5,text,No vote,Part-Time,No
19,Male,GCSEorLess,Grn,70-80K,0,4,4,3,10,7,10,text,No vote,Not in paid work,Yes
18,Male,A-lev,Lab,30-40K,1,2,2,3,8,2,5,text,No vote,Part-Time,Yes
19,Male,GCSEorLess,Rather_not_say,40-50K,0,5,4,4,6,5,10,text,No vote,Part-Time,Yes
18,Male,A-lev,Rather_not_say,40-50K,0,4,4,4,9,4,8,text,No vote,Other,Yes
18,Female,GCSEorLess,None,30-40K,1,3,4,1,5,4,4,vis,No vote,Part-Time,Yes
19,Female,BA,Rather_not_say,40-50K,1,4,3,3,6,3,5,vis,No vote,Part-Time,Yes
54,Female,A-lev,None,30-40K,0,4,4,3,7,4,5,vis,No vote,Not in paid work,No
18,Female,A-lev,Lab,50-60K,0,5,5,4,10,5,10,vis,No vote,Unemployed,Yes
18,Female,GCSEorLess,Rather_not_say,20-30K,0,4,5,4,9,5,5,vis,No vote,Part-Time,Yes
27,Female,A-lev,None,10-20K,1,3,4,3,3,4,4,vis,No vote,Full-Time,Yes
38,Female,PG,Lab,50-60K,1,2,4,2,1,2,5,vis,No vote,Part-Time,No
29,Female,BA,None,20-30K,0,4,4,4,8,5,5,vis,No vote,Not in paid work,No
31,Female,PG,Lab,50-60K,0,5,4,3,10,8,10,vis,No vote,Full-Time,No
18,Female,A-lev,Con,Over100K,0,4,3,4,5,5,6,vis,No vote,Part-Time,Yes
28,Female,PG,None,50-60K,0,5,4,3,10,5,5,vis,No vote,Full-Time,No
44,Female,Post2,Lib,20-30K,0,5,5,5,5,5,5,vis,No vote,Other,No
19,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,10,vis,No vote,Part-Time,Yes
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,6,9,vis,No vote,Unemployed,Yes
18,Female,GCSEorLess,None,Over100K,0,5,5,5,10,5,10,vis,No vote,Other,Yes
23,Female,A-lev,Lab,40-50K,0,5,5,5,10,5,10,vis,No vote,Part-Time,Yes
36,Female,BA,UKIP,30-40K,1,4,4,4,4,4,5,vis,No vote,Not in paid work,No
19,Female,GCSEorLess,Rather_not_say,20-30K,0,4,4,3,7,5,5,vis,No vote,Full-Time,No
34,Female,A-lev,Con,40-50K,1,4,3,4,4,4,4,vis,No vote,Part-Time,No
20,Female,A-lev,Lab,Under10K,0,5,4,5,10,7,5,vis,No vote,Part-Time,Yes
35,Female,Post2,Con,Over100K,1,2,3,2,4,3,5,vis,No vote,Full-Time,No
28,Female,PG,Grn,50-60K,0,4,5,4,10,5,10,vis,No vote,Full-Time,No
23,Female,PG,None,Under10K,0,4,4,4,6,5,9,vis,No vote,Other,Yes
20,Female,A-lev,None,40-50K,0,4,4,4,8,5,10,vis,No vote,Other,Yes
18,Female,Post2,Lab,50-60K,1,4,2,2,3,8,9,vis,No vote,Part-Time,Yes
27,Female,BA,Lab,50-60K,0,5,5,3,9,5,10,vis,No vote,Full-Time,No
18,Female,A-lev,Lib,30-40K,0,5,5,4,10,9,10,vis,No vote,Part-Time,Yes
22,Female,BA,SNP,40-50K,0,5,5,1,9,5,9,vis,No vote,Part-Time,Yes
38,Female,A-lev,None,90-100K,1,2,2,2,1,0,8,vis,No vote,Full-Time,No
29,Female,GCSEorLess,Lab,30-40K,0,3,4,2,5,3,7,vis,No vote,Full-Time,No
39,Female,BA,None,90-100K,0,4,4,4,8,5,9,vis,No vote,Not in paid work,No
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,5,9,vis,No vote,Unemployed,Yes
26,Female,A-lev,Plaid,Under10K,0,5,5,5,10,7,10,vis,No vote,Not in paid work,No
38,Female,PG,Lab,60-70K,0,5,5,4,10,5,10,vis,No vote,Full-Time,No
21,Female,BA,Grn,50-60K,0,5,5,4,9,5,8,vis,No vote,Full-Time,Yes
19,Female,A-lev,Lab,Under10K,0,5,4,3,8,5,7,vis,No vote,Unemployed,Yes
37,Female,GCSEorLess,Con,60-70K,1,3,4,3,3,3,2,vis,No vote,Full-Time,No
18,Female,A-lev,Lab,40-50K,0,4,4,3,5,4,8,vis,No vote,Part-Time,Yes
19,Female,GCSEorLess,UKIP,10-20K,0,3,2,3,6,3,6,vis,No vote,Part-Time,No
18,Female,A-lev,Grn,30-40K,0,5,5,5,10,6,10,vis,No vote,Other,Yes
18,Female,Post2,Lab,Under10K,0,4,4,4,10,5,8,vis,No vote,Other,Yes
39,Female,A-lev,None,20-30K,1,4,3,2,1,2,1,vis,No vote,Full-Time,No
38,Female,PG,None,50-60K,0,5,4,4,9,5,7,vis,No vote,Full-Time,No
38,Female,GCSEorLess,Lab,20-30K,1,2,2,3,2,3,3,vis,No vote,Not in paid work,No
32,Female,GCSEorLess,None,10-20K,1,2,2,2,4,4,5,vis,No vote,Other,No
18,Female,A-lev,None,Under10K,0,4,4,3,6,3,5,vis,No vote,Part-Time,Yes
19,Female,A-lev,Lab,Under10K,0,2,2,3,7,5,5,vis,No vote,Unemployed,Yes
18,Female,A-lev,None,10-20K,0,5,5,4,9,0,10,vis,No vote,Unemployed,Yes
26,Female,BA,Lab,30-40K,0,5,3,4,3,3,10,vis,No vote,Full-Time,No
18,Female,GCSEorLess,Plaid,10-20K,0,3,3,2,6,6,4,vis,No vote,Full-Time,Yes
36,Female,Post2,None,50-60K,1,4,3,3,3,8,5,vis,No vote,Part-Time,No
52,Female,BA,None,10-20K,0,5,5,4,9,5,5,vis,No vote,Full-Time,No
38,Female,BA,Lib,20-30K,0,4,2,4,5,4,5,vis,No vote,Full-Time,No
40,Female,PG,None,60-70K,1,2,2,2,3,2,5,vis,No vote,Full-Time,No
20,Female,A-lev,Lab,10-20K,0,5,5,4,10,5,10,vis,No vote,Part-Time,Yes
35,Female,PG,Lab,30-40K,0,4,4,4,8,5,8,vis,No vote,Full-Time,Yes
30,Female,A-lev,Lab,80-90K,0,4,4,4,9,5,9,vis,No vote,Part-Time,No
28,Female,A-lev,None,20-30K,1,3,4,2,3,3,5,vis,No vote,Part-Time,No
20,Female,A-lev,Lab,20-30K,0,4,5,4,7,4,7,vis,No vote,Part-Time,No
20,Female,A-lev,Lab,90-100K,0,5,4,4,6,4,8,vis,No vote,Other,Yes
33,Female,BA,Lab,10-20K,1,3,3,4,4,4,4,vis,No vote,Part-Time,No
20,Female,BA,SNP,Under10K,0,5,5,4,10,7,9,vis,No vote,Unemployed,Yes
18,Female,GCSEorLess,Lab,Over100K,0,4,5,4,10,5,5,vis,No vote,Unemployed,Yes
20,Female,A-lev,Lab,Under10K,0,5,5,4,5,3,0,vis,No vote,Part-Time,Yes
32,Female,BA,Lab,40-50K,0,4,4,3,8,5,6,vis,No vote,Full-Time,Yes
31,Female,BA,None,70-80K,1,5,4,4,5,3,3,vis,No vote,Full-Time,No
20,Female,BA,Lab,Under10K,0,4,5,4,6,5,5,vis,No vote,Unemployed,Yes
18,Female,A-lev,Plaid,30-40K,0,5,5,4,9,5,10,vis,No vote,Not in paid work,Yes
52,Female,BA,Lab,50-60K,0,5,5,4,10,5,10,vis,No vote,Part-Time,No
44,Female,GCSEorLess,None,20-30K,1,3,3,4,0,2,0,vis,No vote,Part-Time,No
18,Female,BA,Lib,10-20K,0,5,5,4,10,6,10,vis,No vote,Part-Time,Yes
32,Female,Post2,None,50-60K,1,3,4,3,5,3,5,vis,No vote,Full-Time,No
18,Female,A-lev,SNP,40-50K,0,3,4,3,10,8,5,vis,No vote,Unemployed,Yes
56,Female,BA,None,50-60K,0,5,5,5,9,5,5,vis,No vote,Full-Time,No
26,Female,PG,Con,20-30K,0,4,3,4,6,5,5,vis,No vote,Full-Time,No
18,Female,A-lev,Rather_not_say,Under10K,0,4,4,4,5,5,8,vis,No vote,Unemployed,Yes
28,Female,BA,Lib,20-30K,0,4,4,3,8,5,9,vis,No vote,Part-Time,No
36,Female,GCSEorLess,None,20-30K,0,4,4,4,8,4,9,vis,No vote,Other,No
25,Female,A-lev,Lab,10-20K,0,4,4,5,7,5,9,vis,No vote,Full-Time,No
26,Female,Post2,None,20-30K,0,5,5,5,9,10,9,vis,No vote,Not in paid work,No
18,Female,GCSEorLess,Lab,Over100K,0,5,4,4,10,5,10,vis,No vote,Not in paid work,Yes
21,Female,GCSEorLess,None,Under10K,0,5,5,4,10,10,5,vis,No vote,Unemployed,Yes
34,Female,PG,None,20-30K,1,2,4,2,0,0,1,vis,No vote,Part-Time,No
24,Female,PG,Rather_not_say,Under10K,1,4,4,4,5,3,5,vis,No vote,Not in paid work,Yes
19,Female,Post2,Lab,20-30K,0,5,5,5,10,6,5,vis,No vote,Unemployed,No
30,Female,A-lev,Con,20-30K,1,3,2,2,3,3,5,vis,No vote,Part-Time,No
30,Female,PG,Lib,70-80K,0,5,5,5,10,8,10,vis,No vote,Part-Time,Yes
20,Female,BA,Lib,10-20K,0,5,5,4,9,5,10,vis,No vote,Part-Time,Yes
36,Male,BA,Con,20-30K,0,3,2,4,7,5,5,vis,No vote,Full-Time,No
26,Male,GCSEorLess,None,20-30K,0,3,4,4,10,5,10,vis,No vote,Other,No
46,Male,GCSEorLess,None,30-40K,1,4,4,2,1,1,5,vis,No vote,Full-Time,No
40,Male,A-lev,Con,50-60K,1,4,3,3,3,3,0,vis,No vote,Full-Time,No
39,Male,BA,Lab,40-50K,0,5,5,5,5,5,9,vis,No vote,Full-Time,No
20,Male,Post2,Lab,40-50K,0,2,3,2,5,3,8,vis,No vote,Other,Yes
27,Male,GCSEorLess,Rather_not_say,Under10K,0,2,4,1,3,3,9,vis,No vote,Unemployed,No
35,Male,BA,None,60-70K,0,5,4,2,2,3,5,vis,No vote,Full-Time,No
26,Male,GCSEorLess,None,Under10K,1,4,4,2,2,0,0,vis,No vote,Unemployed,No
20,Male,A-lev,Con,Under10K,0,4,4,2,7,5,10,vis,No vote,Other,Yes
30,Male,GCSEorLess,None,Under10K,1,2,2,2,2,5,5,vis,No vote,Unemployed,No
30,Male,BA,None,20-30K,1,4,4,3,5,4,4,vis,No vote,Full-Time,No
24,Male,PG,None,20-30K,0,3,2,2,5,4,9,vis,No vote,Full-Time,No
27,Male,GCSEorLess,Lab,50-60K,1,4,4,2,3,3,7,vis,No vote,Full-Time,No
18,Male,A-lev,Lab,40-50K,0,4,4,4,10,6,9,vis,No vote,Unemployed,Yes
19,Male,Post2,Lab,10-20K,0,5,4,5,10,5,10,vis,No vote,Not in paid work,Yes
33,Male,Post2,Lab,40-50K,0,5,5,4,9,5,5,vis,No vote,Full-Time,Yes
31,Male,GCSEorLess,Lab,Under10K,0,4,2,4,6,5,6,vis,No vote,Unemployed,No
63,Male,A-lev,Lab,10-20K,0,4,4,3,9,7,10,vis,No vote,Not in paid work,No
19,Male,GCSEorLess,None,10-20K,0,4,4,3,7,5,7,vis,No vote,Full-Time,No
21,Male,A-lev,None,40-50K,0,3,3,4,3,8,5,vis,No vote,Full-Time,No
29,Male,Post2,None,30-40K,0,5,2,3,8,5,8,vis,No vote,Other,No
32,Male,GCSEorLess,Lab,20-30K,0,4,4,4,8,5,5,vis,No vote,Full-Time,No
18,Male,A-lev,Con,30-40K,1,4,3,4,4,4,5,vis,No vote,Unemployed,Yes
34,Male,GCSEorLess,UKIP,Under10K,1,1,1,1,0,10,0,vis,No vote,Not in paid work,No
47,Male,A-lev,Lab,10-20K,1,2,1,3,2,3,2,vis,No vote,Not in paid work,No
18,Male,A-lev,Lab,20-30K,0,5,5,4,10,6,5,vis,No vote,Not in paid work,No
54,Male,BA,None,40-50K,0,4,4,4,8,7,7,vis,No vote,Full-Time,No
26,Male,BA,Con,20-30K,0,4,4,4,9,5,8,vis,No vote,Full-Time,No
24,Male,BA,Lab,70-80K,0,5,4,5,10,7,10,vis,No vote,Unemployed,No
51,Male,GCSEorLess,SNP,Under10K,0,5,5,3,10,8,10,vis,No vote,Full-Time,No
37,Male,BA,None,40-50K,0,5,4,3,2,6,5,vis,No vote,Full-Time,No
31,Male,BA,Lab,Over100K,0,4,4,4,7,6,9,vis,No vote,Part-Time,No
20,Male,A-lev,Con,60-70K,0,4,3,4,6,4,7,vis,No vote,Part-Time,Yes
19,Male,BA,None,40-50K,1,4,2,4,4,4,8,vis,No vote,Part-Time,Yes
20,Male,A-lev,Lab,Under10K,0,4,4,4,3,6,7,vis,No vote,Unemployed,Yes
29,Male,PG,Lab,50-60K,0,5,5,5,9,5,10,vis,No vote,Full-Time,No
18,Male,A-lev,Lab,10-20K,0,4,3,4,8,5,8,vis,No vote,Part-Time,Yes
19,Male,A-lev,Lab,40-50K,0,5,5,4,10,5,5,vis,No vote,Other,Yes
25,Male,BA,Lab,10-20K,0,5,5,3,10,5,5,vis,No vote,Part-Time,No
45,Male,PG,Rather_not_say,50-60K,0,4,4,4,5,5,5,vis,No vote,Not in paid work,No
18,Male,GCSEorLess,None,10-20K,0,4,4,4,9,5,10,vis,No vote,Not in paid work,Yes
19,Male,A-lev,Con,Over100K,1,4,3,2,1,4,10,vis,No vote,Unemployed,Yes
19,Male,GCSEorLess,None,10-20K,0,4,4,4,8,3,5,vis,No vote,Unemployed,No
27,Male,A-lev,None,10-20K,1,4,3,3,9,0,9,vis,No vote,Part-Time,No
29,Male,BA,Lib,20-30K,0,4,4,3,9,5,10,vis,No vote,Not in paid work,Yes
50,Male,GCSEorLess,Con,Under10K,1,3,3,2,5,7,3,vis,No vote,Full-Time,No
28,Male,BA,None,60-70K,1,4,2,3,7,2,5,vis,No vote,Full-Time,No
29,Male,GCSEorLess,None,10-20K,1,4,3,1,3,7,5,vis,No vote,Full-Time,No
18,Male,GCSEorLess,None,50-60K,0,4,5,4,10,6,8,vis,No vote,Not in paid work,Yes
21,Male,Post2,None,10-20K,1,4,4,4,4,7,5,vis,No vote,Unemployed,No
42,Male,A-lev,None,50-60K,1,3,2,2,0,1,0,vis,No vote,Full-Time,No
20,Male,GCSEorLess,Con,Under10K,1,3,4,3,3,0,3,vis,No vote,Unemployed,No
28,Male,GCSEorLess,Lab,20-30K,1,1,1,1,0,10,0,vis,No vote,Full-Time,No
19,Male,A-lev,Lab,20-30K,0,5,4,4,10,7,9,vis,No vote,Not in paid work,Yes
46,Male,BA,Con,10-20K,1,2,4,3,4,1,1,vis,No vote,Full-Time,No
20,Male,A-lev,Lab,30-40K,0,5,5,5,10,7,5,vis,No vote,Not in paid work,Yes
18,Male,A-lev,None,60-70K,0,5,4,4,9,7,9,vis,No vote,Other,Yes
19,Male,A-lev,Lib,Under10K,0,3,4,3,8,5,5,vis,No vote,Part-Time,Yes
18,Male,A-lev,Lib,10-20K,0,5,4,4,10,2,10,vis,No vote,Part-Time,Yes
20,Male,PG,Rather_not_say,Over100K,1,4,3,3,4,6,8,vis,No vote,Full-Time,Yes
46,Male,GCSEorLess,None,10-20K,0,5,4,4,9,7,9,vis,No vote,Part-Time,No
18,Male,A-lev,Grn,40-50K,0,4,5,5,10,4,7,vis,No vote,Unemployed,Yes
18,Male,A-lev,Lab,10-20K,1,4,4,3,3,6,5,vis,No vote,Other,Yes
34,Male,PG,None,60-70K,0,5,5,5,10,7,10,vis,No vote,Full-Time,No
31,Male,GCSEorLess,Con,20-30K,1,1,1,3,10,0,0,vis,No vote,Full-Time,No
56,Male,BA,None,40-50K,1,4,4,3,1,1,9,vis,No vote,Full-Time,No
18,Male,A-lev,None,40-50K,0,5,5,4,10,5,7,vis,No vote,Unemployed,Yes
19,Male,A-lev,Lab,Under10K,0,5,5,5,10,5,9,vis,No vote,Not in paid work,Yes
18,Male,A-lev,UKIP,30-40K,0,3,3,3,8,6,5,vis,No vote,Unemployed,No
18,Male,GCSEorLess,Con,40-50K,0,5,1,5,8,3,7,vis,No vote,Other,Yes
26,Male,A-lev,None,30-40K,1,4,2,3,4,7,5,vis,No vote,Full-Time,No
25,Male,Post2,None,Under10K,0,4,4,3,0,5,7,vis,No vote,Full-Time,No
24,Male,BA,Lab,10-20K,0,3,4,2,4,5,10,vis,No vote,Full-Time,No
20,Male,A-lev,Lab,60-70K,0,2,2,5,4,4,5,vis,No vote,Part-Time,Yes
41,Male,Post2,None,30-40K,0,4,4,4,10,5,10,vis,No vote,Full-Time,No
22,Male,A-lev,Grn,60-70K,0,5,3,3,7,5,10,vis,No vote,Part-Time,Yes
52,Male,GCSEorLess,None,10-20K,0,4,5,5,10,5,10,vis,No vote,Other,No
18,Male,A-lev,Con,40-50K,1,3,4,3,0,2,2,vis,No vote,Not in paid work,Yes
61,Male,BA,None,Under10K,1,1,1,1,0,0,0,vis,No vote,Not in paid work,No
25,Male,GCSEorLess,None,20-30K,1,3,2,1,0,0,5,vis,No vote,Full-Time,No
20,Male,A-lev,Con,Under10K,1,3,3,4,5,3,4,vis,No vote,Not in paid work,Yes
19,Male,A-lev,Lab,60-70K,0,5,5,4,9,4,8,vis,No vote,Part-Time,Yes
18,Male,GCSEorLess,Lab,30-40K,0,5,4,4,6,7,3,vis,No vote,Not in paid work,Yes
62,Male,BA,Con,30-40K,1,4,2,3,1,2,5,vis,No vote,Part-Time,No
20,Male,A-lev,Rather_not_say,10-20K,0,4,4,4,10,4,6,vis,No vote,Other,Yes
21,Male,A-lev,Lab,30-40K,0,4,3,3,5,5,9,vis,No vote,Full-Time,No
22,Male,GCSEorLess,Rather_not_say,10-20K,1,4,3,4,5,10,5,vis,No vote,Full-Time,No
20,Male,BA,Lab,30-40K,0,4,5,4,9,5,10,vis,No vote,Unemployed,Yes
20,Male,GCSEorLess,Lib,Under10K,0,5,5,4,8,5,10,vis,No vote,Unemployed,No
18,Male,A-lev,Grn,80-90K,0,4,5,5,8,5,7,vis,No vote,Other,Yes
20,Male,A-lev,Lab,Under10K,0,5,5,4,10,5,10,vis,No vote,Part-Time,Yes
53,Male,PG,None,50-60K,0,4,5,5,9,5,9,vis,No vote,Full-Time,No
47,Male,BA,Lab,50-60K,0,4,4,3,8,5,9,vis,No vote,Full-Time,No
20,Male,BA,None,40-50K,1,2,1,2,0,0,5,vis,No vote,Part-Time,Yes
25,Female,GCSEorLess,Lab,20-30K,1,2,2,2,4,4,9,vis,Remain,Part-Time,No
27,Female,BA,Lab,70-80K,0,5,5,4,10,5,10,vis,Remain,Full-Time,No
25,Female,A-lev,Lab,40-50K,0,5,5,4,9,6,5,vis,Remain,Full-Time,No
24,Male,BA,None,30-40K,0,5,5,4,10,8,10,vis,Remain,Other,No
26,Female,BA,Lab,20-30K,0,4,3,5,2,8,6,vis,Remain,Full-Time,Yes
47,Male,Post2,Lab,Under10K,0,5,5,3,10,5,10,vis,Remain,Other,No
35,Male,PG,Lab,60-70K,0,5,5,5,10,8,10,vis,Remain,Full-Time,No
41,Male,Post2,SNP,Under10K,0,4,4,3,10,5,10,vis,Remain,Other,Yes
37,Male,A-lev,Lab,20-30K,1,2,2,2,3,2,5,vis,Remain,Full-Time,No
56,Female,BA,Lab,20-30K,0,5,5,3,10,5,10,vis,Remain,Part-Time,No
44,Female,BA,Con,10-20K,0,3,4,4,7,5,5,vis,Remain,Not in paid work,No
59,Male,BA,Lab,10-20K,0,5,5,4,10,5,10,vis,Remain,Not in paid work,No
37,Male,BA,Lab,60-70K,0,4,2,4,5,5,7,vis,Remain,Full-Time,No
28,Female,BA,Lab,30-40K,0,4,4,4,9,5,9,vis,Remain,Part-Time,No
31,Female,PG,Lab,90-100K,0,5,5,5,10,5,7,vis,Remain,Full-Time,No
47,Male,GCSEorLess,Lib,10-20K,0,4,4,4,6,5,7,vis,Remain,Full-Time,No
26,Female,PG,Lab,10-20K,0,4,4,4,9,5,10,vis,Remain,Full-Time,Yes
33,Male,BA,Grn,30-40K,0,4,4,3,10,5,10,vis,Remain,Full-Time,No
30,Male,A-lev,Lab,30-40K,1,3,2,3,3,5,4,vis,Remain,Part-Time,No
39,Male,BA,None,40-50K,0,5,5,5,10,10,10,vis,Remain,Part-Time,No
30,Male,PG,Lab,30-40K,0,4,3,3,5,5,9,vis,Remain,Full-Time,No
26,Male,PG,None,10-20K,0,5,5,5,10,6,10,vis,Remain,Other,Yes
32,Female,Post2,Lab,20-30K,0,4,3,3,8,5,10,vis,Remain,Part-Time,Yes
26,Female,BA,Rather_not_say,80-90K,0,5,5,4,9,6,8,vis,Remain,Full-Time,No
22,Male,A-lev,SNP,40-50K,0,4,5,5,9,8,10,vis,Remain,Other,Yes
45,Female,PG,None,30-40K,0,5,5,5,9,7,9,vis,Remain,Full-Time,No
40,Male,BA,SNP,30-40K,0,5,2,4,8,5,9,vis,Remain,Full-Time,No
60,Female,PG,Rather_not_say,20-30K,0,4,4,4,9,5,9,vis,Remain,Not in paid work,No
38,Female,PG,Lab,70-80K,0,4,4,3,9,6,8,vis,Remain,Full-Time,No
23,Female,PG,Con,20-30K,0,4,4,4,9,5,7,vis,Remain,Part-Time,Yes
45,Female,PG,None,20-30K,1,3,2,2,5,3,5,vis,Remain,Part-Time,No
27,Male,Post2,None,40-50K,0,3,4,4,4,6,5,vis,Remain,Full-Time,No
30,Male,BA,Lab,20-30K,1,4,4,4,5,6,2,vis,Remain,Part-Time,No
30,Female,BA,None,30-40K,0,5,5,4,9,5,9,vis,Remain,Other,No
25,Male,Post2,Lab,20-30K,0,4,3,3,8,5,9,vis,Remain,Unemployed,No
22,Female,Post2,Lab,Under10K,0,4,4,4,10,5,9,vis,Remain,Not in paid work,Yes
50,Male,Post2,Lab,30-40K,0,5,5,5,10,5,10,vis,Remain,Full-Time,No
27,Female,BA,Lab,30-40K,0,5,5,5,10,5,10,vis,Remain,Full-Time,Yes
43,Male,PG,Lib,60-70K,0,5,5,4,10,5,10,vis,Remain,Full-Time,No
29,Male,PG,Lib,20-30K,0,4,5,4,9,5,10,vis,Remain,Other,No
26,Male,BA,Lab,40-50K,0,4,4,4,9,5,5,vis,Remain,Full-Time,No
24,Male,BA,Con,40-50K,0,4,4,3,9,5,8,vis,Remain,Unemployed,No
54,Male,PG,Lab,30-40K,0,5,5,4,9,5,10,vis,Remain,Full-Time,No
51,Male,BA,Lab,80-90K,0,4,4,4,7,5,8,vis,Remain,Full-Time,No
34,Female,Post2,Con,40-50K,1,4,4,2,5,2,5,vis,Remain,Part-Time,No
19,Male,A-lev,None,20-30K,1,3,2,4,1,2,3,vis,Remain,Part-Time,No
32,Male,BA,SNP,70-80K,0,4,4,4,10,5,10,vis,Remain,Full-Time,No
63,Male,GCSEorLess,Lib,20-30K,1,2,2,2,4,5,5,vis,Remain,Full-Time,No
32,Female,BA,Lab,50-60K,0,5,5,4,10,5,10,vis,Remain,Full-Time,No
22,Female,A-lev,None,10-20K,1,3,3,3,2,6,2,vis,Remain,Part-Time,No
28,Female,PG,Con,40-50K,1,3,2,4,2,3,5,vis,Remain,Full-Time,No
30,Female,BA,None,30-40K,0,4,3,4,7,5,10,vis,Remain,Full-Time,No
54,Female,BA,Lab,10-20K,0,5,5,5,9,5,9,vis,Remain,Full-Time,No
26,Female,BA,Grn,40-50K,0,5,5,4,10,5,10,vis,Remain,Not in paid work,No
29,Female,A-lev,Con,40-50K,1,4,3,2,3,8,4,vis,Remain,Full-Time,No
28,Female,PG,None,10-20K,0,3,4,4,7,5,9,vis,Remain,Full-Time,No
51,Male,A-lev,Lab,20-30K,0,4,5,2,9,5,9,vis,Remain,Full-Time,No
41,Male,BA,Lab,10-20K,0,4,3,5,10,5,10,vis,Remain,Not in paid work,No
24,Male,PG,Lab,50-60K,0,5,5,4,10,10,10,vis,Remain,Other,Yes
30,Male,PG,Lib,20-30K,0,4,5,4,8,5,9,vis,Remain,Full-Time,No
29,Female,BA,Grn,20-30K,0,4,4,2,9,5,5,vis,Remain,Full-Time,No
43,Male,GCSEorLess,Lab,50-60K,0,4,4,3,5,5,5,vis,Remain,Full-Time,No
21,Male,BA,Lab,10-20K,1,4,5,2,4,1,5,vis,Remain,Other,Yes
28,Female,BA,Lab,30-40K,0,5,5,4,9,5,8,vis,Remain,Full-Time,No
31,Female,BA,Lab,20-30K,0,5,5,3,10,5,10,vis,Remain,Full-Time,No
31,Male,BA,Lab,20-30K,0,5,5,3,10,7,9,vis,Remain,Full-Time,Yes
37,Female,Post2,Con,30-40K,0,4,4,3,5,3,5,vis,Remain,Part-Time,No
51,Female,PG,Plaid,10-20K,0,5,5,5,10,8,10,vis,Remain,Full-Time,No
30,Male,A-lev,Lab,10-20K,0,4,4,3,8,5,10,vis,Remain,Part-Time,No
22,Male,BA,Rather_not_say,10-20K,0,5,5,4,10,6,7,vis,Remain,Other,No
64,Male,BA,Lab,20-30K,0,5,4,3,10,5,10,vis,Remain,Not in paid work,No
41,Female,BA,Lab,50-60K,0,5,5,4,8,5,5,vis,Remain,Full-Time,No
46,Male,BA,Lib,50-60K,0,5,5,5,10,8,10,vis,Remain,Full-Time,No
28,Male,BA,SNP,20-30K,0,4,4,4,7,6,7,vis,Remain,Unemployed,No
32,Male,BA,Lab,10-20K,0,4,2,3,10,5,5,vis,Remain,Full-Time,No
35,Female,PG,Grn,50-60K,0,4,4,4,9,1,9,vis,Remain,Unemployed,No
43,Male,PG,Lib,70-80K,0,4,5,4,10,5,10,vis,Remain,Full-Time,No
27,Female,BA,SNP,10-20K,0,4,4,4,10,5,10,vis,Remain,Full-Time,No
57,Male,BA,None,80-90K,0,5,4,5,10,5,10,vis,Remain,Full-Time,No
48,Male,BA,Lab,40-50K,0,5,5,5,10,10,10,vis,Remain,Full-Time,No
38,Female,PG,Grn,50-60K,0,5,5,5,10,6,10,vis,Remain,Part-Time,No
