age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
28,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",63,"No, not too many",Disagree,Disagree,Agree,1,5,1,vis,Remain,Part-Time,No
38,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£40,000-49,999",3608,Don't know / not sure,Disagree,Disagree,Agree,3,5,5,vis,Remain,Part-Time,No
31,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£90,000-99,999",94,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,3,vis,Remain,Full-Time,No
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",71,"Yes, too many","Neither agree, nor disagree",Disagree,Agree,8,2,2,vis,Remain,Full-Time,
47,Male,GCSE or equivalent,Liberal Democrats,"£10,000-19,999",82,"No, not too many",Disagree,Disagree,Agree,4,5,3,vis,Remain,Full-Time,No
50,Female,GCSE or equivalent,Labour,"£20,000-29,999",241,"No, not too many",Disagree,Disagree,Agree,2,not applicable,1,vis,Remain,Unemployed,No
26,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£10,000-19,999",163,"No, not too many",Disagree,Disagree,Agree,1,5,0,vis,Remain,Full-Time,Yes
29,Female,GCSE or equivalent,Labour,"£30,000-39,999",130,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",not applicable,5,3,vis,Remain,Part-Time,No
33,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,Would rather not say,135,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",5,not applicable,not applicable,vis,Remain,Part-Time,No
33,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£30,000-39,999",110,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,5,0,vis,Remain,Full-Time,No
30,Male,A-level or equivalent,Labour,"£30,000-39,999",14,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",7,5,6,vis,Remain,Part-Time,No
39,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",35,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,vis,Remain,Part-Time,No
38,Male,Post-secondary below-degree level qualification,Labour,"£50,000-59,999",122,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",1,not applicable,5,vis,Remain,Full-Time,No
30,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",104,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",5,5,1,vis,Remain,Full-Time,No
21,Male,A-level or equivalent,Labour,"£50,000-59,999",191,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,3,5,not applicable,vis,Remain,Other,Yes
26,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",173,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,6,0,vis,Remain,Other,Yes
21,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",7,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,not applicable,vis,Remain,Full-Time,No
32,Female,Post-secondary below-degree level qualification,Labour,"£20,000-29,999",101,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",2,5,0,vis,Remain,Part-Time,Yes
26,Male,A-level or equivalent,None of the above,"£10,000-19,999",124,Don't know / not sure,Disagree,Strongly disagree,Agree,2,5,1,vis,Remain,Part-Time,No
26,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£80,000-89,999",11,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,6,2,vis,Remain,Full-Time,No
22,Male,A-level or equivalent,Scottish National Party,"£40,000-49,999",179,"No, not too many",Disagree,Strongly disagree,Strongly agree,1,8,0,vis,Remain,Other,Yes
45,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",83,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,7,1,vis,Remain,Full-Time,No
40,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£30,000-39,999",120,"No, not too many",Strongly disagree,Agree,Agree,2,5,1,vis,Remain,Full-Time,No
60,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Would rather not say,"£20,000-29,999",69,"No, not too many",Disagree,Disagree,Agree,1,5,1,vis,Remain,Not in paid work,No
20,Female,A-level or equivalent,Labour,"£60,000-69,999",30,"No, not too many",Disagree,Disagree,Agree,1,5,1,vis,NA,NA,NA
38,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£70,000-79,999",60,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,6,2,vis,Remain,Full-Time,No
23,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"£20,000-29,999",168,"No, not too many",Disagree,Disagree,Agree,1,5,3,vis,Remain,Part-Time,Yes
45,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£20,000-29,999",111,"Yes, too many","Neither agree, nor disagree",Agree,Disagree,5,3,5,vis,Remain,Part-Time,No
34,Female,GCSE or equivalent,Labour,"£30,000-39,999",106,"No, not too many",Strongly disagree,Disagree,Agree,1,6,1,vis,Remain,Part-Time,
27,Male,Post-secondary below-degree level qualification,None of the above,"£40,000-49,999",25,"No, not too many","Neither agree, nor disagree",Disagree,Agree,6,6,5,vis,Remain,Full-Time,No
42,Female,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",84,"Yes, too many",Agree,Disagree,"Neither agree, nor disagree",8,2,0,vis,NA,NA,NA
30,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",189,"Yes, too many",Disagree,Disagree,Agree,5,6,8,vis,Remain,Part-Time,No
30,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",27,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,1,vis,Remain,Other,No
20,Female,A-level or equivalent,Labour,"£40,000-49,999",149,"No, not too many",Disagree,Disagree,Agree,1,5,not applicable,vis,Remain,Not in paid work,Yes
25,Male,Post-secondary below-degree level qualification,Labour,"£20,000-29,999",96,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",2,5,1,vis,Remain,Unemployed,No
22,Female,Post-secondary below-degree level qualification,Labour,"Under £10,000",101,"No, not too many",Disagree,Disagree,Agree,0,5,1,vis,Remain,Not in paid work,Yes
50,Male,Post-secondary below-degree level qualification,Labour,"£30,000-39,999",143,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,vis,Remain,Full-Time,No
27,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",141,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,vis,Remain,Full-Time,Yes
43,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£60,000-69,999",150,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Full-Time,No
29,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£20,000-29,999",132,"No, not too many",Disagree,Strongly disagree,Agree,1,5,0,vis,Remain,Other,No
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£40,000-49,999",92,"No, not too many",Disagree,Disagree,Agree,1,5,5,vis,Remain,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£40,000-49,999",135,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,2,vis,Remain,Unemployed,No
54,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",117,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,0,vis,Remain,Full-Time,No
51,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£80,000-89,999",200,"No, not too many",Disagree,Disagree,Agree,3,5,2,vis,Remain,Full-Time,No
34,Female,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",29,"Yes, too many",Disagree,Disagree,Disagree,5,2,5,vis,Remain,Part-Time,No
52,Female,GCSE or equivalent,None of the above,"£10,000-19,999",113,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",5,not applicable,1,vis,Remain,Part-Time,No
19,Male,A-level or equivalent,None of the above,"£20,000-29,999",10,"Yes, too many","Neither agree, nor disagree",Agree,Agree,9,2,7,vis,Remain,Part-Time,No
63,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,Would rather not say,30,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Not in paid work,No
32,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£70,000-79,999",66,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Full-Time,No
63,Male,GCSE or equivalent,Liberal Democrats,"£20,000-29,999",108,"Yes, too many",Agree,Agree,Disagree,6,5,5,vis,Remain,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",9,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Full-Time,No
30,Female,A-level or equivalent,Would rather not say,"£30,000-39,999",7,"Yes, too many",Disagree,Disagree,Agree,not applicable,not applicable,8,vis,Remain,Not in paid work,No
25,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",204,"No, not too many",Disagree,Disagree,Disagree,5,5,not applicable,vis,Remain,Full-Time,No
22,Female,A-level or equivalent,None of the above,"£10,000-19,999",32,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",8,6,8,vis,Remain,Part-Time,No
28,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"£40,000-49,999",391,"Yes, too many","Neither agree, nor disagree",Agree,Agree,8,3,5,vis,Remain,Full-Time,No
30,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",63,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,3,5,0,vis,Remain,Full-Time,No
54,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",183,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,1,5,1,vis,Remain,Full-Time,No
26,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",65,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Not in paid work,No
22,Female,GCSE or equivalent,Labour,"£10,000-19,999",173,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,not applicable,0,vis,Remain,Not in paid work,Yes
29,Female,A-level or equivalent,Conservatives,"£40,000-49,999",60,"Yes, too many",Disagree,"Neither agree, nor disagree",Disagree,7,8,6,vis,Remain,Full-Time,No
28,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",112,"No, not too many","Neither agree, nor disagree",Disagree,Agree,3,5,1,vis,Remain,Full-Time,No
51,Male,A-level or equivalent,Labour,"£20,000-29,999",163,"No, not too many",Disagree,Strongly disagree,Disagree,1,5,1,vis,Remain,Full-Time,No
41,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",163,"No, not too many",Disagree,"Neither agree, nor disagree",Strongly agree,0,5,0,vis,Remain,Not in paid work,No
24,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£50,000-59,999",171,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,10,0,vis,Remain,Other,Yes
30,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£20,000-29,999",105,"No, not too many",Disagree,Strongly disagree,Agree,2,5,1,vis,Remain,Full-Time,No
29,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£20,000-29,999",13,"No, not too many",Disagree,Disagree,Disagree,1,5,5,vis,Remain,Full-Time,No
43,Male,GCSE or equivalent,Labour,"£50,000-59,999",231,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,5,5,vis,Remain,Full-Time,No
46,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,Would rather not say,72,"No, not too many",Disagree,Disagree,Agree,1,not applicable,0,vis,Remain,Not in paid work,No
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",48,"Yes, too many",Disagree,Strongly disagree,Disagree,6,1,5,vis,Remain,Other,Yes
28,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",46,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,2,vis,Remain,Full-Time,No
34,Female,A-level or equivalent,Labour,"£40,000-49,999",69,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Agree,5,5,6,vis,NA,NA,NA
31,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",140,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",0,5,0,vis,Remain,Full-Time,No
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",301,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",0,7,1,vis,Remain,Full-Time,Yes
37,Female,Post-secondary below-degree level qualification,Conservatives,"£30,000-39,999",65,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,3,5,vis,Remain,Part-Time,No
51,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Plaid Cymru,"£10,000-19,999",423,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,vis,Remain,Full-Time,No
30,Male,A-level or equivalent,Labour,"£10,000-19,999",184,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",2,5,0,vis,Remain,Part-Time,No
22,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£10,000-19,999",161,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,6,3,vis,Remain,Other,No
34,Female,A-level or equivalent,Labour,Would rather not say,100,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,5,0,vis,Remain,Full-Time,Yes
64,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",198,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",0,5,0,vis,Remain,Not in paid work,No
41,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",70,"No, not too many",Strongly disagree,Strongly disagree,Agree,2,5,5,vis,Remain,Full-Time,No
23,Male,A-level or equivalent,None of the above,Would rather not say,59,"Yes, too many",Strongly disagree,Strongly disagree,Agree,1,1,4,vis,Remain,Not in paid work,Yes
46,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£50,000-59,999",149,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,vis,Remain,Full-Time,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£20,000-29,999",91,"No, not too many",Disagree,Disagree,Agree,3,6,3,vis,Remain,Unemployed,No
32,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",35,"No, not too many",Disagree,Agree,"Neither agree, nor disagree",0,5,5,vis,Remain,Full-Time,No
27,Female,A-level or equivalent,Scottish National Party,"£10,000-19,999",65,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",3,5,0,vis,Remain,Unemployed,No
35,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£50,000-59,999",76,"No, not too many",Disagree,Disagree,Agree,1,1,1,vis,Remain,Unemployed,No
37,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,Would rather not say,99,"No, not too many",Strongly disagree,Disagree,Agree,4,not applicable,6,vis,Remain,Part-Time,No
43,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£70,000-79,999",121,"No, not too many",Disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Full-Time,No
27,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£10,000-19,999",90,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Full-Time,No
57,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£80,000-89,999",67,"No, not too many",Strongly disagree,Disagree,Strongly agree,0,5,0,vis,Remain,Full-Time,No
48,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£40,000-49,999",149,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,vis,Remain,Full-Time,No
38,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£50,000-59,999",114,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,6,0,vis,Remain,Part-Time,No
42,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£70,000-79,999",186,"No, not too many",Strongly disagree,Disagree,Agree,0,6,0,vis,Remain,Not in paid work,No
30,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",112,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,vis,Remain,Full-Time,No
24,Male,GCSE or equivalent,Labour,"Under £10,000",140,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",1,0,not applicable,vis,Remain,Full-Time,Yes
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Under £10,000",94,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,6,not applicable,vis,Remain,Other,No
34,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Under £10,000",39,"Yes, too many","Neither agree, nor disagree",Disagree,Disagree,6,4,7,vis,Remain,Part-Time,No
33,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",63,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,0,vis,Remain,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,Would rather not say,237,"No, not too many",Disagree,Disagree,Agree,5,3,5,vis,Remain,Full-Time,Yes
31,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£50,000-59,999",121,"No, not too many",Strongly disagree,Disagree,Agree,1,5,0,vis,Remain,Part-Time,No
39,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£10,000-19,999",139,"No, not too many","Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",4,5,2,vis,Remain,Unemployed,No
55,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",186,"No, not too many",Disagree,Disagree,Agree,4,5,0,vis,Remain,Part-Time,No
39,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£40,000-49,999",84,"No, not too many",Disagree,Disagree,Agree,1,5,0,vis,Remain,Part-Time,No
40,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"£50,000-59,999",81,"No, not too many",Strongly disagree,Disagree,Strongly agree,0,5,0,vis,Remain,Part-Time,No
49,Male,A-level or equivalent,Liberal Democrats,"£40,000-49,999",79,"No, not too many",Strongly disagree,Disagree,Strongly agree,0,5,0,vis,Remain,Full-Time,No
23,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",77,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Strongly agree,1,7,0,vis,Remain,Unemployed,No
37,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,Would rather not say,133,"No, not too many",Disagree,Disagree,Agree,1,5,1,vis,Remain,Part-Time,No
21,Female,Post-secondary below-degree level qualification,Green Party,"£10,000-19,999",32,"Yes, too many",Agree,Strongly agree,Disagree,5,7,6,vis,Remain,Not in paid work,No
33,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",143,"No, not too many","Neither agree, nor disagree",Agree,Agree,4,5,5,vis,Remain,Full-Time,No
48,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£40,000-49,999",119,"No, not too many",Strongly disagree,Disagree,Agree,0,5,0,vis,Remain,Full-Time,No
25,Male,A-level or equivalent,None of the above,"£80,000-89,999",114,"No, not too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",3,5,2,vis,Remain,Other,Yes
57,Male,GCSE or equivalent,Labour,"£20,000-29,999",169,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,5,vis,Remain,Full-Time,No
35,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",116,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,6,0,vis,Remain,Full-Time,No
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,Would rather not say,114,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,5,0,vis,Remain,Part-Time,No
42,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£60,000-69,999",97,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,vis,Remain,Part-Time,No
38,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£40,000-49,999",138,"No, not too many",Agree,Disagree,Agree,5,5,3,vis,Remain,Part-Time,No
44,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Scottish National Party,"£40,000-49,999",105,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",1,6,0,vis,Remain,Not in paid work,No
21,Male,A-level or equivalent,Labour,"£10,000-19,999",164,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,0,vis,Remain,Other,Yes
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Over £100,000",2181,"No, not too many",Agree,Disagree,Agree,6,6,10,vis,Remain,Full-Time,No
47,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£20,000-29,999",253,"Yes, too many",Disagree,Disagree,Disagree,6,4,0,vis,NA,NA,NA
28,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£80,000-89,999",151,Don't know / not sure,Strongly disagree,Strongly disagree,Agree,2,5,0,vis,Remain,Full-Time,No
23,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Would rather not say,"£20,000-29,999",121,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,7,4,not applicable,vis,Remain,Part-Time,No
19,Female,A-level or equivalent,Labour,"Under £10,000",12,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",0,0,5,vis,Remain,Unemployed,Yes
35,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",111,"Yes, too many",Disagree,Disagree,Agree,0,4,0,vis,Remain,Full-Time,No
47,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",108,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,6,0,vis,Remain,Full-Time,No
33,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",77,Don't know / not sure,"Neither agree, nor disagree","Neither agree, nor disagree",Agree,3,4,2,vis,Remain,Full-Time,Yes
26,Female,Post-secondary below-degree level qualification,None of the above,"£50,000-59,999",63,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",not applicable,2,5,vis,Remain,Full-Time,No
25,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£20,000-29,999",51,"No, not too many",Disagree,Disagree,Agree,6,4,3,vis,Remain,Full-Time,No
35,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"Under £10,000",266,Don't know / not sure,Disagree,"Neither agree, nor disagree",Agree,2,2,1,vis,Remain,Part-Time,Yes
29,Male,A-level or equivalent,Labour,"£30,000-39,999",401,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",6,6,5,vis,Remain,Part-Time,No
37,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£80,000-89,999",62,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,1,vis,Remain,Full-Time,
45,Female,GCSE or equivalent,Liberal Democrats,"Over £100,000",65,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,1,vis,Remain,Not in paid work,No
64,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£30,000-39,999",402,Don't know / not sure,Disagree,Agree,Agree,6,5,1,vis,Remain,Not in paid work,No
51,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",148,Don't know / not sure,"Neither agree, nor disagree",Agree,Agree,7,7,10,vis,Remain,Full-Time,
49,Male,GCSE or equivalent,Conservatives,"£40,000-49,999",119,"Yes, too many",Disagree,Disagree,Agree,5,4,1,vis,Remain,Not in paid work,No
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£50,000-59,999",81,"No, not too many",Disagree,Disagree,Agree,1,5,0,vis,Remain,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Over £100,000",188,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,5,vis,Remain,Full-Time,No
30,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",62,"No, not too many",Strongly disagree,Disagree,Agree,2,7,0,vis,Remain,Part-Time,No
27,Female,GCSE or equivalent,None of the above,"£20,000-29,999",123,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Strongly agree,0,5,5,vis,Remain,Part-Time,Yes
26,Female,A-level or equivalent,Labour,"Under £10,000",135,"Yes, too many","Neither agree, nor disagree",Agree,Agree,8,3,0,vis,Remain,,
19,Male,Post-secondary below-degree level qualification,Labour,"Under £10,000",161,"No, not too many",Agree,"Neither agree, nor disagree",Agree,0,2,2,vis,Remain,Unemployed,Yes
23,Male,A-level or equivalent,Scottish National Party,"Over £100,000",53,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,1,vis,Remain,Part-Time,Yes
31,Female,Post-secondary below-degree level qualification,Labour,"£30,000-39,999",88,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",3,5,0,vis,Remain,Full-Time,No
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",83,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,3,2,3,vis,Remain,Part-Time,Yes
